,Postal_Code,Municipality,Province,CCAA,Shape_area,Total_Population,Number_Males,Number_Females,Number_Minors,Number_Adults,Number_Elderlies,No_studies,Middle_studies,Complete_studies,Minors_NoInformation,Population_Density,Average_Income,Spanish_Nationality_People,Foreign_Nationality_People,Number_Properties,Number_Homes
508,23538,Albánchez de Mágina,Jaén,Andalucia,38796715.528942905,6360.0,0.49,0.51,0.14,0.6,0.26,0.24,0.58,0.05,0.14,13.0,18022.0,0.97,0.03,4285.0,0.61
509,23740,Andújar,Jaén,Andalucia,118629098.1563532,40325.0,0.5,0.5,0.17,0.65,0.18,0.18,0.55,0.1,0.17,14376.31,21100.71,0.98,0.02,19400.0,0.77
510,23747,Andújar,Jaén,Andalucia,51493511.67863121,7165.0,0.51,0.49,0.16,0.62,0.22,0.19,0.58,0.08,0.15,132.0,20546.0,0.99,0.01,4045.0,0.61
511,23369,La Puerta de Segura,Jaén,Andalucia,74083978.09733364,6895.0,0.52,0.48,0.13,0.64,0.22,0.21,0.6,0.05,0.13,20.77,16398.17,0.94,0.06,4870.0,0.56
512,23338,Iznatoraf,Jaén,Andalucia,40633018.35868313,8540.0,0.54,0.46,0.13,0.67,0.21,0.22,0.59,0.07,0.13,9.3,18105.56,0.92,0.07,6240.0,0.58
513,23749,Andújar,Jaén,Andalucia,37419559.51421581,7675.0,0.52,0.48,0.15,0.62,0.23,0.2,0.6,0.04,0.15,15.17,19041.86,0.98,0.02,4160.0,0.66
514,23338,Iznatoraf,Jaén,Andalucia,36505681.58465044,8540.0,0.54,0.46,0.13,0.67,0.21,0.22,0.59,0.07,0.13,9.3,18105.56,0.92,0.07,6240.0,0.58
515,23628,Cazalilla,Jaén,Andalucia,46594055.89970026,16540.0,0.51,0.5,0.19,0.64,0.17,0.18,0.57,0.06,0.19,36.52,20052.75,0.94,0.06,7885.0,0.72
516,23730,Villanueva de la Reina,Jaén,Andalucia,197291307.80190048,11265.0,0.5,0.5,0.17,0.61,0.22,0.2,0.57,0.06,0.17,706.5,19410.09,1.0,0.0,6340.0,0.64
517,23550,Cabra de Santo Cristo,Jaén,Andalucia,169460572.73828608,7790.0,0.51,0.5,0.16,0.62,0.22,0.27,0.54,0.04,0.16,426.88,17389.78,0.98,0.03,5700.0,0.56
518,21003,Huelva,Huelva,Andalucia,10946776.786898676,25795.0,0.47,0.53,0.17,0.66,0.18,0.04,0.52,0.26,0.17,20663.48,33268.5,0.96,0.04,11415.0,0.84
519,23292,Hornos,Jaén,Andalucia,22758500.07631053,7295.0,0.52,0.48,0.13,0.62,0.25,0.29,0.51,0.07,0.13,11.1,18338.7,0.97,0.03,5285.0,0.55
520,21630,Beas,Huelva,Andalucia,51094915.94656973,9830.0,0.5,0.5,0.17,0.68,0.15,0.12,0.61,0.09,0.17,42.47,21651.83,0.98,0.02,4830.0,0.74
521,23292,Hornos,Jaén,Andalucia,94725355.45265312,7295.0,0.52,0.48,0.13,0.62,0.25,0.29,0.51,0.07,0.13,11.1,18338.7,0.97,0.03,5285.0,0.55
522,23150,Valdepeñas de Jaén,Jaén,Andalucia,158977672.98598838,13270.0,0.51,0.49,0.15,0.6,0.25,0.27,0.48,0.09,0.16,2644.55,19458.77,0.96,0.04,7785.0,0.65
523,21647,Berrocal,Huelva,Andalucia,126437921.53175716,14250.0,0.49,0.51,0.11,0.62,0.27,0.19,0.61,0.08,0.11,51.37,21674.29,0.98,0.02,8380.0,0.64
524,23289,Beas de Segura,Jaén,Andalucia,82459682.36536893,10240.0,0.51,0.49,0.14,0.66,0.2,0.23,0.57,0.06,0.14,22.0,17186.11,0.97,0.03,6810.0,0.6
525,23240,Navas de San Juan,Jaén,Andalucia,175623786.63572642,12725.0,0.5,0.5,0.15,0.66,0.18,0.2,0.59,0.06,0.15,1954.75,18501.64,0.95,0.05,8010.0,0.59
526,21580,Cabezas Rubias,Huelva,Andalucia,1854731.6020628344,14780.0,0.51,0.49,0.11,0.66,0.23,0.21,0.63,0.05,0.11,15.88,18923.6,0.99,0.01,9480.0,0.62
527,23640,Torredelcampo,Jaén,Andalucia,107793800.56297106,22260.0,0.51,0.49,0.17,0.66,0.17,0.18,0.54,0.11,0.17,8484.11,22956.13,0.97,0.03,10785.0,0.76
528,23687,Alcalá la Real,Jaén,Andalucia,36104023.79862928,4270.0,0.53,0.47,0.13,0.61,0.26,0.32,0.48,0.08,0.13,17.9,18568.75,0.93,0.07,2350.0,0.72
529,23600,Martos,Jaén,Andalucia,83594684.19992541,28250.0,0.5,0.49,0.17,0.64,0.2,0.19,0.55,0.09,0.17,8122.58,23728.8,0.93,0.07,14105.0,0.72
530,23680,Alcalá la Real,Jaén,Andalucia,20416650.94674017,19945.0,0.5,0.5,0.15,0.64,0.21,0.21,0.52,0.11,0.15,6915.85,22033.29,0.95,0.05,10380.0,0.74
531,23657,Escañuela,Jaén,Andalucia,13744836.414673902,4540.0,0.52,0.48,0.11,0.66,0.23,0.22,0.58,0.09,0.11,24.06,20714.8,1.0,0.0,2270.0,0.74
532,23750,Arjonilla,Jaén,Andalucia,42533511.23104743,7070.0,0.52,0.48,0.14,0.67,0.18,0.21,0.6,0.05,0.14,2287.49,19732.0,0.98,0.01,4020.0,0.64
533,23330,Villanueva del Arzobispo,Jaén,Andalucia,166078038.68893144,14540.0,0.52,0.48,0.15,0.66,0.19,0.26,0.53,0.06,0.15,2597.78,18847.14,0.91,0.08,8970.0,0.63
534,23239,Arquillos,Jaén,Andalucia,33508467.41411833,4510.0,0.51,0.49,0.12,0.65,0.23,0.22,0.59,0.06,0.12,15.73,19673.0,0.94,0.06,2590.0,0.69
535,23390,Benatae,Jaén,Andalucia,39284847.91435619,5765.0,0.53,0.48,0.11,0.66,0.24,0.26,0.57,0.06,0.11,8.06,17019.25,0.97,0.03,4570.0,0.55
536,23684,Alcalá la Real,Jaén,Andalucia,11769150.82077074,5275.0,0.51,0.49,0.09,0.57,0.34,0.32,0.51,0.05,0.12,32.24,17395.6,0.95,0.05,3450.0,0.66
537,23620,Mengíbar,Jaén,Andalucia,62298775.1392509,18605.0,0.51,0.49,0.19,0.66,0.15,0.16,0.56,0.1,0.19,2274.21,21606.08,0.96,0.05,9100.0,0.71
538,23215,Aldeaquemada,Jaén,Andalucia,120181897.90530176,5100.0,0.52,0.48,0.11,0.66,0.23,0.23,0.59,0.07,0.11,6.32,19402.0,0.92,0.08,3165.0,0.61
539,23537,Bedmar y Garcíez,Jaén,Andalucia,72258748.6260354,7865.0,0.51,0.49,0.14,0.65,0.21,0.25,0.56,0.05,0.14,735.79,16789.43,0.97,0.03,5200.0,0.63
540,23711,Guarromán,Jaén,Andalucia,46380333.1007408,12735.0,0.5,0.5,0.19,0.61,0.2,0.22,0.54,0.04,0.19,425.15,18538.7,1.0,0.0,6435.0,0.69
541,23210,Guarromán,Jaén,Andalucia,49765308.75834644,5830.0,0.51,0.48,0.16,0.68,0.16,0.18,0.58,0.08,0.16,16.86,21649.8,0.99,0.01,3370.0,0.62
542,23500,Jódar,Jaén,Andalucia,148664679.63595048,16195.0,0.5,0.5,0.19,0.65,0.16,0.23,0.54,0.04,0.19,5426.05,17275.82,0.99,0.01,8775.0,0.68
543,23670,Castillo de Locubín,Jaén,Andalucia,87025480.92086878,7360.0,0.52,0.48,0.11,0.56,0.33,0.37,0.46,0.07,0.11,1895.43,18266.62,0.96,0.04,4715.0,0.63
544,21350,Almonaster la Real,Huelva,Andalucia,13100649.268106978,7635.0,0.51,0.49,0.16,0.63,0.21,0.19,0.59,0.07,0.16,18.24,19991.57,0.95,0.05,5650.0,0.53
545,23540,Torres,Jaén,Andalucia,79979021.06215331,6385.0,0.49,0.51,0.13,0.61,0.25,0.23,0.56,0.07,0.13,822.06,19131.29,0.98,0.02,4675.0,0.59
546,23510,Torreblascopedro,Jaén,Andalucia,31990655.275378954,5205.0,0.5,0.5,0.16,0.63,0.21,0.23,0.56,0.05,0.16,649.24,17408.6,0.99,0.01,2840.0,0.69
547,23214,Baños de la Encina,Jaén,Andalucia,235604712.01814732,8410.0,0.52,0.48,0.17,0.61,0.22,0.19,0.6,0.04,0.17,11.75,20893.83,0.99,0.01,5030.0,0.63
548,23300,Villacarrillo,Jaén,Andalucia,141360047.05903983,14220.0,0.51,0.48,0.15,0.62,0.23,0.26,0.53,0.08,0.15,2778.28,19124.92,0.96,0.04,8705.0,0.62
549,23230,Arquillos,Jaén,Andalucia,32681307.59601924,6015.0,0.5,0.5,0.14,0.67,0.19,0.19,0.61,0.06,0.14,11.88,19227.6,0.95,0.06,3905.0,0.62
550,23440,Baeza,Jaén,Andalucia,36932576.97075011,26365.0,0.49,0.51,0.16,0.65,0.19,0.17,0.56,0.11,0.16,3412.23,22006.57,0.97,0.03,15185.0,0.64
551,23440,Baeza,Jaén,Andalucia,65790858.9845356,26365.0,0.49,0.51,0.16,0.65,0.19,0.17,0.56,0.11,0.16,3412.23,22006.57,0.97,0.03,15185.0,0.64
552,23691,Alcalá la Real,Jaén,Andalucia,16831990.21348657,4050.0,0.52,0.48,0.15,0.6,0.25,0.33,0.44,0.08,0.15,44.4,18798.25,1.0,0.0,2265.0,0.72
553,23686,Alcalá la Real,Jaén,Andalucia,5348559.972942373,15375.0,0.51,0.49,0.14,0.62,0.24,0.27,0.54,0.06,0.14,32.6,18529.4,0.97,0.03,8630.0,0.71
554,21209,Aracena,Huelva,Andalucia,24388794.98964877,9105.0,0.51,0.49,0.14,0.64,0.22,0.17,0.61,0.07,0.14,13.4,17843.92,0.98,0.02,7140.0,0.52
555,21240,Aroche,Huelva,Andalucia,426856708.3148978,10430.0,0.51,0.49,0.13,0.65,0.22,0.24,0.57,0.06,0.13,10.34,18176.78,0.98,0.02,6995.0,0.58
556,23669,Alcaudete,Jaén,Andalucia,73272425.33539897,8365.0,0.52,0.48,0.13,0.59,0.28,0.3,0.5,0.06,0.15,10.73,17715.3,0.98,0.02,6010.0,0.59
557,14659,Bujalance,Córdoba,Andalucia,17137043.05116186,6725.0,0.5,0.5,0.14,0.69,0.17,0.17,0.63,0.06,0.14,49.18,19698.4,1.0,0.0,3765.0,0.62
558,23160,Los Villares,Jaén,Andalucia,88567889.37842107,14565.0,0.5,0.5,0.18,0.65,0.17,0.18,0.54,0.09,0.18,2324.11,22911.6,0.97,0.03,7440.0,0.69
559,23193,Cambil,Jaén,Andalucia,36546177.457768574,5150.0,0.5,0.5,0.15,0.63,0.21,0.22,0.55,0.07,0.15,612.28,17465.2,0.94,0.06,3190.0,0.64
560,21004,Huelva,Huelva,Andalucia,1087953.0683959895,35865.0,0.47,0.53,0.15,0.67,0.18,0.07,0.57,0.21,0.15,18797.93,30249.59,0.96,0.04,16435.0,0.84
561,23477,Chilluévar,Jaén,Andalucia,31544327.804454595,5020.0,0.5,0.5,0.15,0.63,0.22,0.27,0.52,0.06,0.15,27.88,17339.2,0.99,0.01,3215.0,0.59
562,21006,Huelva,Huelva,Andalucia,720385.6844643614,33210.0,0.47,0.53,0.16,0.66,0.18,0.08,0.63,0.14,0.16,27364.64,24825.74,0.95,0.05,16190.0,0.8
563,23628,Espelúy,Jaén,Andalucia,25476639.74455501,16540.0,0.51,0.5,0.19,0.64,0.17,0.18,0.57,0.06,0.19,36.52,20052.75,0.94,0.06,7885.0,0.72
564,21409,Ayamonte,Huelva,Andalucia,25192225.252024345,12615.0,0.51,0.49,0.19,0.69,0.11,0.14,0.58,0.07,0.19,1901.87,20652.57,0.92,0.08,10450.0,0.63
565,23392,Génave,Jaén,Andalucia,63514823.74108855,3975.0,0.52,0.48,0.12,0.62,0.26,0.23,0.59,0.05,0.12,9.44,16434.2,0.95,0.05,3060.0,0.55
566,23192,Cárcheles,Jaén,Andalucia,21691883.98501645,3505.0,0.5,0.5,0.14,0.62,0.24,0.24,0.57,0.06,0.14,22.52,18593.5,0.98,0.02,1975.0,0.7
567,23591,Larva,Jaén,Andalucia,41726607.888435535,2450.0,0.52,0.48,0.17,0.55,0.28,0.32,0.47,0.04,0.17,7.03,17046.0,1.0,0.0,1690.0,0.57
568,23660,Alcaudete,Jaén,Andalucia,141201687.20600596,15425.0,0.51,0.49,0.14,0.59,0.26,0.28,0.51,0.06,0.15,2163.18,18872.0,0.95,0.05,9055.0,0.68
569,23211,Carboneros,Jaén,Andalucia,58561988.55163688,4625.0,0.52,0.48,0.17,0.6,0.23,0.2,0.59,0.04,0.17,11.82,20486.0,0.99,0.01,2995.0,0.61
570,23690,Frailes,Jaén,Andalucia,40311925.68871574,13505.0,0.53,0.47,0.13,0.63,0.23,0.3,0.5,0.07,0.13,24.34,18072.54,0.96,0.04,8160.0,0.65
571,23380,Siles,Jaén,Andalucia,10358069.010709004,6970.0,0.52,0.48,0.11,0.64,0.26,0.25,0.58,0.06,0.11,82.26,17401.0,0.96,0.04,5585.0,0.56
572,23380,Siles,Jaén,Andalucia,167352338.7329195,6970.0,0.52,0.48,0.11,0.64,0.26,0.25,0.58,0.06,0.11,82.26,17401.0,0.96,0.04,5585.0,0.56
573,23487,Huesa,Jaén,Andalucia,91651326.73771448,9315.0,0.51,0.49,0.15,0.6,0.25,0.3,0.5,0.06,0.15,399.68,16752.4,0.98,0.02,6020.0,0.64
574,23220,Vilches,Jaén,Andalucia,178881657.50677526,11820.0,0.52,0.48,0.13,0.65,0.22,0.22,0.6,0.05,0.13,25.63,20154.7,0.95,0.05,6745.0,0.68
575,23568,Bélmez de la Moraleda,Jaén,Andalucia,49402196.47318362,6040.0,0.51,0.49,0.15,0.65,0.2,0.27,0.53,0.05,0.15,2334.16,17181.2,0.96,0.04,3640.0,0.67
576,23529,Begíjar,Jaén,Andalucia,22020978.39420484,12345.0,0.48,0.52,0.14,0.66,0.2,0.18,0.59,0.08,0.14,42.71,19832.45,0.97,0.03,7525.0,0.65
577,23320,Torreperogil,Jaén,Andalucia,90870462.68475944,10070.0,0.49,0.51,0.18,0.64,0.18,0.19,0.58,0.05,0.18,6155.63,18766.67,0.99,0.01,5850.0,0.65
578,23529,Baeza,Jaén,Andalucia,29827953.20188248,12345.0,0.48,0.52,0.14,0.66,0.2,0.18,0.59,0.08,0.14,42.71,19832.45,0.97,0.03,7525.0,0.65
579,23790,Porcuna,Jaén,Andalucia,175478946.08458656,16685.0,0.52,0.48,0.14,0.65,0.21,0.2,0.58,0.08,0.14,3022.35,19567.27,0.99,0.01,9135.0,0.71
580,23290,Santiago-Pontones,Jaén,Andalucia,176541033.38050047,7855.0,0.53,0.47,0.14,0.63,0.24,0.29,0.51,0.07,0.14,389.12,18891.55,0.98,0.02,5465.0,0.54
581,23479,La Iruela,Jaén,Andalucia,101255893.59241292,6465.0,0.54,0.46,0.13,0.66,0.21,0.3,0.51,0.05,0.13,20.67,17413.29,0.99,0.01,3765.0,0.69
582,23295,Segura de la Sierra,Jaén,Andalucia,12721551.952386444,8400.0,0.54,0.46,0.11,0.62,0.27,0.31,0.5,0.08,0.11,5.3,18483.0,0.98,0.02,6415.0,0.54
583,23630,Villatorres,Jaén,Andalucia,37821577.69819817,9610.0,0.51,0.49,0.19,0.63,0.18,0.17,0.56,0.08,0.19,1501.39,20631.29,0.98,0.02,4955.0,0.7
584,23379,Segura de la Sierra,Jaén,Andalucia,29623023.877103824,8825.0,0.53,0.46,0.1,0.65,0.25,0.26,0.55,0.09,0.1,16.73,17599.4,0.97,0.03,6370.0,0.58
585,23420,Canena,Jaén,Andalucia,14309117.531460533,6055.0,0.51,0.49,0.14,0.65,0.21,0.2,0.56,0.09,0.14,867.22,22256.75,0.98,0.02,3025.0,0.72
586,23294,Segura de la Sierra,Jaén,Andalucia,42948172.92856014,3765.0,0.53,0.47,0.1,0.69,0.22,0.26,0.58,0.06,0.1,4.07,17979.14,1.0,0.0,3365.0,0.46
587,21420,Ayamonte,Huelva,Andalucia,7176313.16938294,8935.0,0.52,0.48,0.18,0.72,0.09,0.11,0.6,0.11,0.18,62.58,20623.2,0.73,0.27,6040.0,0.65
588,23295,Segura de la Sierra,Jaén,Andalucia,52879470.22752848,8400.0,0.54,0.46,0.11,0.62,0.27,0.31,0.5,0.08,0.11,5.3,18483.0,0.98,0.02,6415.0,0.54
589,21609,Beas,Huelva,Andalucia,73953041.67995493,8190.0,0.51,0.49,0.18,0.67,0.15,0.13,0.6,0.09,0.18,17.56,22065.0,0.99,0.01,4835.0,0.63
590,21449,Lepe,Huelva,Andalucia,5538980.288052964,6165.0,0.53,0.47,0.21,0.72,0.07,0.08,0.56,0.15,0.21,219.48,21122.25,0.9,0.1,11485.0,0.51
591,23140,Noalejo,Jaén,Andalucia,31395711.65616953,7755.0,0.5,0.5,0.15,0.63,0.22,0.26,0.54,0.06,0.15,1351.64,17141.14,0.97,0.03,4370.0,0.69
592,23180,Fuerte del Rey,Jaén,Andalucia,35065447.494706005,4820.0,0.52,0.48,0.16,0.66,0.19,0.18,0.56,0.11,0.16,19.7,23343.25,0.99,0.01,2380.0,0.73
593,23411,Baeza,Jaén,Andalucia,23853171.18473695,6410.0,0.46,0.54,0.18,0.67,0.16,0.13,0.59,0.1,0.18,1117.24,21727.6,0.97,0.03,4150.0,0.54
594,23520,Begíjar,Jaén,Andalucia,20739589.726568025,4590.0,0.48,0.52,0.15,0.62,0.23,0.2,0.55,0.1,0.15,1195.4,19583.5,0.97,0.03,2795.0,0.64
595,23711,Baños de la Encina,Jaén,Andalucia,156390576.1388613,12735.0,0.5,0.5,0.19,0.61,0.2,0.22,0.54,0.04,0.19,425.15,18538.7,1.0,0.0,6435.0,0.69
596,23212,La Carolina,Jaén,Andalucia,11438338.665330485,3030.0,0.54,0.47,0.17,0.63,0.2,0.18,0.62,0.04,0.17,8.5,20340.0,0.98,0.02,1645.0,0.7
597,23430,Rus,Jaén,Andalucia,27032730.39540081,6560.0,0.51,0.5,0.13,0.67,0.21,0.19,0.59,0.09,0.13,1270.32,21834.8,0.95,0.05,3445.0,0.7
598,23280,Beas de Segura,Jaén,Andalucia,77846155.53609976,9575.0,0.52,0.48,0.15,0.65,0.2,0.2,0.59,0.06,0.15,2940.39,17286.78,0.96,0.03,5775.0,0.65
599,23120,Cambil,Jaén,Andalucia,103234500.62503336,6770.0,0.52,0.48,0.14,0.63,0.22,0.21,0.59,0.06,0.14,1666.21,17723.0,0.95,0.05,4410.0,0.62
600,23611,Higuera de Calatrava,Jaén,Andalucia,38719860.374898106,4860.0,0.54,0.46,0.14,0.61,0.26,0.23,0.55,0.08,0.14,23.0,19209.4,0.94,0.06,3055.0,0.67
601,23590,Cabra de Santo Cristo,Jaén,Andalucia,17423734.96915253,1885.0,0.5,0.5,0.16,0.62,0.23,0.26,0.56,0.02,0.16,8.0,19097.0,1.0,0.0,1105.0,0.64
602,23639,Jaén,Jaén,Andalucia,3053130.4212262,9475.0,0.49,0.52,0.18,0.69,0.13,0.13,0.57,0.12,0.18,42.13,23140.5,0.99,0.01,4745.0,0.76
603,23616,Fuensanta de Martos,Jaén,Andalucia,32760706.730293624,1440.0,0.5,0.5,0.1,0.5,0.4,0.35,0.51,0.02,0.13,11.4,17810.5,1.0,0.0,1375.0,0.46
604,23370,Orcera,Jaén,Andalucia,56281442.02233861,10965.0,0.53,0.47,0.11,0.66,0.23,0.22,0.59,0.07,0.11,303.48,17372.77,0.96,0.04,7955.0,0.57
605,23350,Puente de Génave,Jaén,Andalucia,23917882.51606697,4735.0,0.54,0.46,0.12,0.69,0.2,0.21,0.6,0.08,0.12,22.82,17338.75,0.97,0.03,3070.0,0.62
606,23370,Orcera,Jaén,Andalucia,69834422.75927415,10965.0,0.53,0.47,0.11,0.66,0.23,0.22,0.59,0.07,0.11,303.48,17372.77,0.96,0.04,7955.0,0.57
607,23612,Santiago de Calatrava,Jaén,Andalucia,47064964.37090191,5505.0,0.53,0.47,0.14,0.65,0.21,0.21,0.57,0.08,0.14,23.0,18354.4,0.94,0.06,3325.0,0.67
608,23659,Villardompardo,Jaén,Andalucia,17460669.49080599,4435.0,0.53,0.47,0.12,0.63,0.25,0.24,0.57,0.08,0.12,155.2,21165.6,0.98,0.02,2185.0,0.76
609,23100,Mancha Real,Jaén,Andalucia,67990323.15854236,14850.0,0.51,0.49,0.18,0.67,0.15,0.16,0.55,0.11,0.18,6494.75,22638.58,0.96,0.04,8570.0,0.63
610,23269,Chiclana de Segura,Jaén,Andalucia,123941712.80049986,5350.0,0.52,0.47,0.11,0.66,0.23,0.23,0.58,0.08,0.11,9.69,16341.43,0.98,0.02,3960.0,0.59
611,23490,Ibros,Jaén,Andalucia,31094190.66006213,14055.0,0.51,0.48,0.13,0.71,0.16,0.18,0.59,0.11,0.13,157.82,22017.0,0.98,0.02,7360.0,0.68
612,23485,Pozo Alcón,Jaén,Andalucia,88195628.44763441,19525.0,0.51,0.49,0.12,0.59,0.29,0.32,0.51,0.05,0.12,1333.86,16751.72,0.96,0.04,12420.0,0.69
613,21002,Huelva,Huelva,Andalucia,19428128.747755066,45470.0,0.49,0.51,0.19,0.66,0.15,0.07,0.54,0.19,0.19,18026.86,28362.59,0.95,0.05,20105.0,0.85
614,23530,Jimena,Jaén,Andalucia,48007130.74066218,6315.0,0.49,0.51,0.14,0.61,0.25,0.23,0.56,0.07,0.14,437.32,19445.33,0.99,0.01,4215.0,0.61
615,23480,Quesada,Jaén,Andalucia,41382962.24479668,9330.0,0.51,0.49,0.14,0.59,0.28,0.32,0.48,0.06,0.14,3852.53,17817.4,0.99,0.01,5670.0,0.67
616,23650,Torredonjimeno,Jaén,Andalucia,144929063.31738913,22335.0,0.49,0.51,0.14,0.64,0.21,0.19,0.56,0.11,0.14,5231.99,22516.68,0.98,0.02,11950.0,0.69
617,23712,Jabalquinto,Jaén,Andalucia,73188619.7621102,7150.0,0.5,0.49,0.15,0.67,0.18,0.19,0.58,0.08,0.15,1254.93,21259.33,1.0,0.0,3855.0,0.68
618,23688,Alcalá la Real,Jaén,Andalucia,41018341.23938436,9685.0,0.5,0.5,0.13,0.63,0.25,0.26,0.55,0.06,0.13,32.73,18266.5,0.99,0.01,4905.0,0.79
619,23130,Campillo de Arenas,Jaén,Andalucia,116641824.90906072,7530.0,0.51,0.49,0.15,0.65,0.2,0.22,0.55,0.08,0.15,444.21,19298.38,0.98,0.02,4255.0,0.7
620,23746,Lahiguera,Jaén,Andalucia,44725471.301988855,5695.0,0.5,0.5,0.14,0.62,0.24,0.22,0.56,0.08,0.14,289.62,19785.0,0.99,0.0,3190.0,0.68
621,23760,Arjona,Jaén,Andalucia,158356179.77863312,17805.0,0.52,0.48,0.15,0.64,0.2,0.2,0.57,0.07,0.15,2715.17,20357.75,0.99,0.01,8865.0,0.74
622,21110,Aljaraque,Huelva,Andalucia,17393796.028453052,12795.0,0.5,0.5,0.22,0.71,0.07,0.06,0.57,0.15,0.22,6656.29,29965.75,0.98,0.02,5525.0,0.79
623,23340,Arroyo del Ojanco,Jaén,Andalucia,56203404.74439166,8395.0,0.53,0.46,0.14,0.66,0.21,0.2,0.59,0.07,0.14,282.26,16200.38,0.98,0.02,5280.0,0.63
624,23615,Martos,Jaén,Andalucia,89421918.22018908,6890.0,0.54,0.46,0.12,0.61,0.27,0.24,0.57,0.06,0.13,13.0,18125.43,0.94,0.06,4495.0,0.61
625,21340,Alájar,Huelva,Andalucia,41531146.22228838,5600.0,0.52,0.48,0.14,0.65,0.21,0.17,0.6,0.09,0.14,22.67,18332.14,0.96,0.04,4200.0,0.5
626,21350,Almonaster la Real,Huelva,Andalucia,130048977.13164072,7635.0,0.51,0.49,0.16,0.63,0.21,0.19,0.59,0.07,0.16,18.24,19991.57,0.95,0.05,5650.0,0.53
627,21290,Almonaster la Real,Huelva,Andalucia,2305584.685799504,8415.0,0.51,0.49,0.13,0.67,0.21,0.16,0.64,0.07,0.13,44.1,19805.78,0.96,0.04,5945.0,0.56
628,21359,Almonaster la Real,Huelva,Andalucia,4462567.900028118,7005.0,0.51,0.49,0.14,0.64,0.21,0.19,0.6,0.07,0.14,32.43,19480.44,0.95,0.04,5105.0,0.55
629,21342,Almonaster la Real,Huelva,Andalucia,22831954.114958435,7090.0,0.51,0.49,0.13,0.65,0.22,0.24,0.58,0.05,0.13,18.96,19941.88,0.96,0.04,4970.0,0.56
630,11351,Castellar de la Frontera,Cádiz,Andalucia,15894066.218082208,7330.0,0.51,0.49,0.22,0.67,0.1,0.1,0.61,0.08,0.22,89.15,23924.0,0.92,0.08,4700.0,0.69
631,21649,Almonaster la Real,Huelva,Andalucia,35986688.914708585,14385.0,0.51,0.49,0.16,0.64,0.2,0.16,0.6,0.08,0.16,16.4,20560.92,0.97,0.03,9860.0,0.57
632,21330,Almonaster la Real,Huelva,Andalucia,54389650.56776261,13685.0,0.5,0.5,0.11,0.66,0.23,0.22,0.61,0.06,0.11,23.24,20102.36,0.98,0.02,9755.0,0.55
633,21342,Almonaster la Real,Huelva,Andalucia,58783119.31007423,7090.0,0.51,0.49,0.13,0.65,0.22,0.24,0.58,0.05,0.13,18.96,19941.88,0.96,0.04,4970.0,0.56
634,21730,Almonte,Huelva,Andalucia,835368570.2323031,38835.0,0.51,0.49,0.17,0.7,0.13,0.15,0.58,0.1,0.17,1816.76,22572.33,0.88,0.12,21710.0,0.79
635,21750,Almonte,Huelva,Andalucia,12895068.383749887,8145.0,0.5,0.5,0.15,0.73,0.12,0.16,0.62,0.06,0.15,31.6,19773.5,0.98,0.02,5345.0,0.71
636,21760,Almonte,Huelva,Andalucia,12316385.564753385,3150.0,0.45,0.55,0.15,0.73,0.12,0.18,0.58,0.09,0.15,4.8,19389.5,0.85,0.15,7010.0,0.16
637,21520,Alosno,Huelva,Andalucia,130077432.2347926,9650.0,0.5,0.5,0.13,0.66,0.21,0.16,0.64,0.07,0.13,981.74,19231.88,0.97,0.03,5240.0,0.71
638,21530,Alosno,Huelva,Andalucia,61449293.12475909,4495.0,0.5,0.5,0.11,0.63,0.26,0.18,0.64,0.06,0.11,36.36,18394.2,0.99,0.01,2840.0,0.64
639,21200,Aracena,Huelva,Andalucia,102191104.85755904,12145.0,0.51,0.49,0.15,0.65,0.2,0.15,0.61,0.09,0.15,1151.56,19056.47,0.97,0.03,8235.0,0.58
640,21208,Aracena,Huelva,Andalucia,47493114.82064038,6955.0,0.51,0.48,0.13,0.64,0.23,0.18,0.62,0.08,0.13,15.9,17418.2,0.97,0.03,6195.0,0.45
641,21207,Aracena,Huelva,Andalucia,10672539.50279002,7360.0,0.51,0.5,0.16,0.64,0.2,0.15,0.6,0.09,0.16,25.19,17938.25,0.97,0.03,5525.0,0.52
642,21239,Aroche,Huelva,Andalucia,72678714.41431172,11205.0,0.5,0.5,0.12,0.66,0.22,0.22,0.6,0.06,0.12,16.71,17523.27,0.98,0.02,7195.0,0.58
643,21639,Beas,Huelva,Andalucia,19903032.596156426,12640.0,0.5,0.5,0.17,0.71,0.11,0.1,0.62,0.11,0.17,66.1,22434.0,0.97,0.03,6300.0,0.75
644,21280,Arroyomolinos de León,Huelva,Andalucia,87079382.42289327,3725.0,0.5,0.5,0.13,0.63,0.24,0.19,0.62,0.06,0.13,10.82,16947.5,0.99,0.01,2605.0,0.53
645,21400,Ayamonte,Huelva,Andalucia,109910487.87738524,28320.0,0.51,0.49,0.16,0.68,0.16,0.14,0.6,0.1,0.16,3096.35,20190.95,0.87,0.13,20065.0,0.68
646,14800,Priego de Córdoba,Córdoba,Andalucia,9914721.871570613,28865.0,0.49,0.51,0.15,0.63,0.23,0.18,0.55,0.1,0.16,5518.4,19390.95,0.98,0.02,15155.0,0.73
647,21710,Bollullos Par del Condado,Huelva,Andalucia,49422622.34380696,30130.0,0.49,0.51,0.18,0.66,0.16,0.16,0.59,0.07,0.18,3158.87,21849.65,0.91,0.09,13190.0,0.8
