,Postal_Code,Municipality,Province,CCAA,Shape_area,Total_Population,Number_Males,Number_Females,Number_Minors,Number_Adults,Number_Elderlies,No_studies,Middle_studies,Complete_studies,Minors_NoInformation,Population_Density,Average_Income,Spanish_Nationality_People,Foreign_Nationality_People,Number_Properties,Number_Homes
1209,11401,Jerez de la Frontera,Cádiz,Andalucia,1012775.0511161024,32310.0,0.48,0.52,0.15,0.68,0.17,0.14,0.57,0.14,0.15,13448.67,20761.54,0.96,0.04,15580.0,0.81
1210,4880,Tíjola,Almería,Andalucia,6640182.316790759,6365.0,0.5,0.5,0.12,0.63,0.24,0.19,0.57,0.11,0.12,210.33,21286.83,0.88,0.12,4045.0,0.59
1211,11008,Cádiz,Cádiz,Andalucia,754623.5212758874,29565.0,0.47,0.53,0.14,0.66,0.19,0.07,0.54,0.25,0.14,32954.07,34953.21,0.99,0.01,12365.0,0.87
1212,11010,Cádiz,Cádiz,Andalucia,353896.6116193298,16790.0,0.44,0.56,0.13,0.68,0.18,0.05,0.51,0.31,0.13,34387.69,36008.38,0.99,0.01,9545.0,0.72
1213,11570,Jerez de la Frontera,Cádiz,Andalucia,82723576.58170427,10210.0,0.49,0.51,0.13,0.69,0.18,0.22,0.59,0.05,0.13,1902.07,19798.3,0.99,0.01,5255.0,0.78
1214,4829,Vélez-Rubio,Almería,Andalucia,17266190.096562948,12170.0,0.52,0.48,0.14,0.62,0.23,0.22,0.56,0.08,0.14,234.75,18193.6,0.74,0.26,9230.0,0.52
1215,11202,Algeciras,Cádiz,Andalucia,644299.3743984379,22725.0,0.52,0.48,0.15,0.62,0.23,0.13,0.56,0.16,0.15,17093.62,26429.47,0.94,0.06,11275.0,0.81
1216,11595,Jerez de la Frontera,Cádiz,Andalucia,59642909.14287485,6885.0,0.5,0.5,0.13,0.68,0.19,0.26,0.56,0.04,0.13,42.11,19517.57,0.99,0.01,3740.0,0.73
1217,11594,Jerez de la Frontera,Cádiz,Andalucia,31465465.244485144,6885.0,0.5,0.5,0.13,0.68,0.19,0.26,0.56,0.04,0.13,42.11,19517.57,0.99,0.01,3740.0,0.73
1218,11205,Algeciras,Cádiz,Andalucia,5473035.091783387,27170.0,0.52,0.48,0.2,0.69,0.11,0.09,0.58,0.13,0.2,8904.55,29414.82,0.97,0.03,13275.0,0.77
1219,4890,Serón,Almería,Andalucia,4151460.829488422,7295.0,0.5,0.5,0.11,0.58,0.31,0.26,0.54,0.09,0.11,11.24,19028.5,0.92,0.07,5705.0,0.54
1220,11204,Algeciras,Cádiz,Andalucia,6782095.360697351,39565.0,0.53,0.47,0.18,0.7,0.12,0.1,0.59,0.13,0.18,8919.89,27599.45,0.96,0.04,16970.0,0.82
1221,11390,Algeciras,Cádiz,Andalucia,4534258.681087285,4665.0,0.5,0.49,0.18,0.67,0.14,0.1,0.54,0.18,0.18,27.47,27612.67,0.73,0.27,2205.0,0.67
1222,11207,Algeciras,Cádiz,Andalucia,17067846.36915378,39015.0,0.52,0.48,0.18,0.67,0.15,0.13,0.55,0.13,0.19,7427.51,26347.92,0.93,0.07,17965.0,0.8
1223,11402,Jerez de la Frontera,Cádiz,Andalucia,741218.1593360443,20205.0,0.47,0.53,0.14,0.65,0.2,0.08,0.53,0.25,0.14,13261.86,28618.6,0.96,0.03,10590.0,0.78
1224,11314,San Roque,Cádiz,Andalucia,4237778.62470814,8960.0,0.51,0.49,0.17,0.67,0.16,0.1,0.64,0.08,0.17,889.18,23392.17,0.88,0.12,6450.0,0.64
1225,11313,San Roque,Cádiz,Andalucia,3765453.739223786,6330.0,0.51,0.49,0.17,0.67,0.15,0.08,0.63,0.12,0.17,582.8,25760.67,0.91,0.09,4440.0,0.65
1226,11392,Tarifa,Cádiz,Andalucia,70534058.72756018,5325.0,0.52,0.47,0.18,0.63,0.19,0.2,0.55,0.06,0.18,7.65,23117.75,0.96,0.04,6335.0,0.44
1227,4271,Sorbas,Almería,Andalucia,16558650.860143935,22590.0,0.51,0.49,0.1,0.56,0.34,0.24,0.58,0.08,0.1,18.16,16849.29,0.71,0.29,18295.0,0.52
1228,11596,Jerez de la Frontera,Cádiz,Andalucia,64127958.29595047,4320.0,0.51,0.5,0.13,0.73,0.14,0.21,0.6,0.05,0.13,10.43,19715.67,0.99,0.01,2455.0,0.66
1229,11592,Jerez de la Frontera,Cádiz,Andalucia,120749876.45370992,7140.0,0.5,0.5,0.14,0.68,0.18,0.25,0.57,0.04,0.14,54.2,20323.0,0.99,0.01,3600.0,0.78
1230,11590,Jerez de la Frontera,Cádiz,Andalucia,60446311.19469877,1325.0,0.46,0.55,0.06,0.75,0.2,0.33,0.54,0.07,0.06,3.0,18731.0,1.0,0.0,725.0,0.7
1231,11639,Jerez de la Frontera,Cádiz,Andalucia,4900932.043575329,14880.0,0.54,0.46,0.17,0.64,0.2,0.22,0.54,0.07,0.17,17.72,18292.23,0.94,0.06,10710.0,0.51
1232,11340,Jimena de la Frontera,Cádiz,Andalucia,18101998.73082087,9920.0,0.51,0.49,0.18,0.69,0.13,0.18,0.6,0.05,0.18,779.64,20108.8,0.84,0.16,5480.0,0.73
1233,11408,Jerez de la Frontera,Cádiz,Andalucia,83255043.42196402,59540.0,0.48,0.52,0.18,0.68,0.15,0.15,0.59,0.09,0.18,10709.37,19207.63,0.97,0.03,28865.0,0.78
1234,11593,Jerez de la Frontera,Cádiz,Andalucia,26509362.365728624,5195.0,0.52,0.48,0.15,0.66,0.18,0.22,0.59,0.04,0.15,58.47,20298.25,0.98,0.02,2865.0,0.7
1235,11390,Tarifa,Cádiz,Andalucia,29309310.55852497,4665.0,0.5,0.49,0.18,0.67,0.14,0.1,0.54,0.18,0.18,27.47,27612.67,0.73,0.27,2205.0,0.67
1236,11380,Tarifa,Cádiz,Andalucia,83919856.86698736,16320.0,0.51,0.49,0.14,0.69,0.17,0.16,0.59,0.11,0.14,7993.38,23566.55,0.91,0.09,11400.0,0.72
1237,11639,Algar,Cádiz,Andalucia,27131691.66412007,14880.0,0.54,0.46,0.17,0.64,0.2,0.22,0.54,0.07,0.17,17.72,18292.23,0.94,0.06,10710.0,0.51
1238,11180,Alcalá de los Gazules,Cádiz,Andalucia,479892845.11471736,19150.0,0.52,0.48,0.17,0.65,0.18,0.19,0.55,0.08,0.17,1814.5,19678.46,0.96,0.04,11120.0,0.65
1239,11612,Benaocaz,Cádiz,Andalucia,69417013.50463946,4705.0,0.54,0.46,0.15,0.68,0.17,0.17,0.57,0.11,0.15,11.32,19628.6,0.95,0.06,3925.0,0.51
1240,11100,San Fernando,Cádiz,Andalucia,25904369.527614146,115130.0,0.49,0.51,0.17,0.69,0.14,0.08,0.59,0.15,0.17,17048.43,25920.54,0.99,0.02,50970.0,0.82
1241,4829,Vélez-Rubio,Almería,Andalucia,11966812.159520613,12170.0,0.52,0.48,0.14,0.62,0.23,0.22,0.56,0.08,0.14,234.75,18193.6,0.74,0.26,9230.0,0.52
1242,11150,Vejer de la Frontera,Cádiz,Andalucia,175919526.65887335,26120.0,0.5,0.5,0.17,0.65,0.17,0.18,0.58,0.07,0.17,5396.23,19128.26,0.93,0.07,19810.0,0.6
1243,11400,Jerez de la Frontera,Cádiz,Andalucia,210744517.29178265,35455.0,0.52,0.48,0.18,0.7,0.13,0.2,0.56,0.06,0.18,97.26,19562.32,0.98,0.02,20280.0,0.62
1244,11139,Chiclana de la Frontera,Cádiz,Andalucia,9384982.528784258,6750.0,0.52,0.48,0.22,0.62,0.16,0.07,0.43,0.28,0.22,195.78,25476.0,0.82,0.19,9515.0,0.28
1245,11691,Torre Alháquime,Cádiz,Andalucia,17363207.06040072,7165.0,0.51,0.49,0.15,0.66,0.2,0.19,0.58,0.09,0.15,57.9,20086.2,0.99,0.01,3750.0,0.71
1246,11560,Trebujena,Cádiz,Andalucia,70088601.94584861,15050.0,0.53,0.47,0.17,0.69,0.14,0.21,0.54,0.08,0.17,84.23,21372.3,0.96,0.04,7605.0,0.7
1247,11160,Barbate,Cádiz,Andalucia,74147343.45730136,25640.0,0.5,0.5,0.16,0.67,0.17,0.19,0.58,0.06,0.16,13380.94,19204.22,0.98,0.02,17360.0,0.66
1248,11630,Arcos de la Frontera,Cádiz,Andalucia,362327077.6690207,44795.0,0.5,0.5,0.18,0.67,0.15,0.2,0.55,0.08,0.18,4180.48,19392.79,0.98,0.02,23850.0,0.69
1249,11138,Chiclana de la Frontera,Cádiz,Andalucia,20382278.012060646,11450.0,0.53,0.47,0.19,0.72,0.09,0.13,0.58,0.1,0.19,129.01,22412.86,0.94,0.06,8560.0,0.48
1250,11011,Cádiz,Cádiz,Andalucia,6886101.4556589415,27520.0,0.47,0.53,0.15,0.68,0.18,0.1,0.56,0.19,0.15,38880.73,29356.15,0.98,0.02,13940.0,0.79
1251,11611,Villaluenga del Rosario,Cádiz,Andalucia,59487967.86912022,5530.0,0.51,0.49,0.12,0.66,0.22,0.21,0.58,0.08,0.12,13.62,18826.4,0.97,0.04,4080.0,0.55
1252,11370,Los Barrios,Cádiz,Andalucia,302789629.3013375,31395.0,0.5,0.49,0.2,0.68,0.12,0.13,0.57,0.11,0.2,4044.57,27780.21,0.94,0.06,14140.0,0.77
1253,11550,Chipiona,Cádiz,Andalucia,32807846.40860766,19445.0,0.5,0.5,0.2,0.69,0.11,0.14,0.57,0.1,0.2,5163.04,19329.0,0.96,0.03,16880.0,0.48
1254,11190,Benalup-Casas Viejas,Cádiz,Andalucia,60744912.29556797,10245.0,0.51,0.49,0.19,0.66,0.15,0.16,0.58,0.06,0.19,2215.7,18290.12,0.95,0.05,5625.0,0.7
1255,11693,Alcalá del Valle,Cádiz,Andalucia,46902583.87273495,9570.0,0.5,0.5,0.15,0.65,0.2,0.23,0.56,0.07,0.15,5054.24,18952.57,0.99,0.0,4515.0,0.79
1256,11549,Sanlúcar de Barrameda,Cádiz,Andalucia,55579644.31083538,9880.0,0.52,0.48,0.21,0.69,0.1,0.17,0.53,0.08,0.21,110.85,20510.5,0.92,0.08,8230.0,0.62
1257,11158,Vejer de la Frontera,Cádiz,Andalucia,22166326.237897027,13255.0,0.5,0.5,0.18,0.68,0.15,0.16,0.6,0.07,0.18,22.9,18547.75,0.94,0.06,8340.0,0.6
1258,11520,Rota,Cádiz,Andalucia,59742631.35583089,33705.0,0.5,0.5,0.16,0.71,0.13,0.13,0.62,0.09,0.16,10724.88,23318.7,0.96,0.04,30615.0,0.58
1259,11391,Tarifa,Cádiz,Andalucia,196942917.7712652,5630.0,0.51,0.48,0.16,0.65,0.19,0.19,0.53,0.12,0.16,9.57,25755.5,0.87,0.13,6035.0,0.5
1260,11206,Algeciras,Cádiz,Andalucia,48177948.09708712,24660.0,0.51,0.49,0.19,0.64,0.17,0.19,0.56,0.06,0.19,8513.45,22342.1,0.94,0.06,10890.0,0.8
1261,11311,San Roque,Cádiz,Andalucia,14086196.153532635,9010.0,0.52,0.48,0.19,0.68,0.13,0.14,0.53,0.14,0.19,97.2,24731.4,0.76,0.24,7210.0,0.61
1262,11689,Algodonales,Cádiz,Andalucia,11368291.419797204,5315.0,0.52,0.48,0.18,0.62,0.2,0.26,0.49,0.08,0.18,18.18,18924.75,0.98,0.02,3095.0,0.7
1263,11648,Espera,Cádiz,Andalucia,123533788.05342114,15680.0,0.51,0.49,0.19,0.68,0.14,0.18,0.56,0.07,0.19,563.04,18894.5,1.0,0.0,8200.0,0.72
1264,11360,San Roque,Cádiz,Andalucia,36938953.21590127,17300.0,0.51,0.49,0.22,0.68,0.11,0.1,0.59,0.1,0.22,6097.12,23999.33,0.91,0.09,9900.0,0.73
1265,11660,Prado del Rey,Cádiz,Andalucia,48599674.80082418,14570.0,0.52,0.48,0.16,0.66,0.18,0.22,0.55,0.07,0.16,2195.29,19432.4,0.97,0.03,8230.0,0.68
1266,11130,Chiclana de la Frontera,Cádiz,Andalucia,175912788.18085343,87760.0,0.5,0.5,0.19,0.69,0.12,0.11,0.58,0.11,0.19,8697.75,22426.82,0.96,0.04,47535.0,0.75
1267,11140,Conil de la Frontera,Cádiz,Andalucia,12131634.705758113,20400.0,0.5,0.5,0.16,0.68,0.16,0.19,0.56,0.09,0.16,6297.34,21102.17,0.96,0.04,12850.0,0.56
1268,11687,El Gastor,Cádiz,Andalucia,25041414.53217419,9075.0,0.52,0.48,0.15,0.64,0.21,0.23,0.54,0.08,0.15,43.94,20074.8,0.96,0.05,5200.0,0.7
1269,11639,Arcos de la Frontera,Cádiz,Andalucia,46991047.26992279,14880.0,0.54,0.46,0.17,0.64,0.2,0.22,0.54,0.07,0.17,17.72,18292.23,0.94,0.06,10710.0,0.51
1270,11670,El Bosque,Cádiz,Andalucia,30758671.91717408,4655.0,0.53,0.47,0.14,0.67,0.2,0.19,0.57,0.11,0.14,23.1,20189.0,0.93,0.08,3470.0,0.53
1271,11690,Olvera,Cádiz,Andalucia,193612285.2694244,15950.0,0.5,0.5,0.14,0.64,0.23,0.27,0.5,0.08,0.15,1563.0,19382.57,0.96,0.04,9480.0,0.67
1272,11620,Arcos de la Frontera,Cádiz,Andalucia,103559159.56635348,27995.0,0.5,0.5,0.16,0.69,0.14,0.21,0.57,0.06,0.16,4006.99,19228.19,0.99,0.01,14430.0,0.7
1273,11620,Arcos de la Frontera,Cádiz,Andalucia,2622310.142314965,27995.0,0.5,0.5,0.16,0.69,0.14,0.21,0.57,0.06,0.16,4006.99,19228.19,0.99,0.01,14430.0,0.7
1274,11350,Castellar de la Frontera,Cádiz,Andalucia,163023937.04822254,13780.0,0.52,0.48,0.19,0.68,0.13,0.14,0.58,0.08,0.19,425.92,23079.38,0.89,0.11,6300.0,0.77
1275,11638,Arcos de la Frontera,Cádiz,Andalucia,12230622.629846027,6880.0,0.53,0.47,0.22,0.69,0.09,0.1,0.59,0.1,0.22,250.0,22138.2,0.95,0.05,3875.0,0.61
1276,11170,Medina-Sidonia,Cádiz,Andalucia,295569137.04885966,24805.0,0.51,0.49,0.18,0.68,0.14,0.2,0.56,0.06,0.18,4425.45,20275.22,0.97,0.03,13715.0,0.67
1277,11315,La Línea de la Concepción,Cádiz,Andalucia,15880508.85401408,15460.0,0.51,0.49,0.21,0.7,0.1,0.08,0.63,0.07,0.21,7406.95,21487.18,0.93,0.07,8770.0,0.75
1278,11540,Sanlúcar de Barrameda,Cádiz,Andalucia,115319428.18726598,76205.0,0.49,0.51,0.17,0.7,0.13,0.15,0.59,0.09,0.17,10346.85,19769.69,0.98,0.02,46925.0,0.73
1279,11510,Puerto Real,Cádiz,Andalucia,104153857.87199676,48540.0,0.5,0.5,0.17,0.71,0.12,0.11,0.58,0.14,0.17,9114.36,26575.8,0.97,0.03,22145.0,0.82
1280,11610,Grazalema,Cádiz,Andalucia,81566824.56015998,10655.0,0.52,0.48,0.15,0.65,0.2,0.2,0.57,0.08,0.15,612.98,18919.88,0.96,0.04,6945.0,0.6
1281,11650,Villamartín,Cádiz,Andalucia,211991644.5694635,26455.0,0.5,0.49,0.18,0.66,0.15,0.2,0.55,0.06,0.18,3611.24,19830.47,0.99,0.01,13085.0,0.74
1282,11149,Conil de la Frontera,Cádiz,Andalucia,76621305.50233613,20720.0,0.54,0.46,0.18,0.69,0.14,0.14,0.58,0.13,0.18,454.4,21251.18,0.88,0.12,13825.0,0.6
1283,11680,Algodonales,Cádiz,Andalucia,122842674.4177484,14660.0,0.51,0.49,0.16,0.64,0.19,0.27,0.52,0.05,0.16,947.31,18086.7,0.98,0.02,7990.0,0.72
1284,11500,El Puerto de Santa María,Cádiz,Andalucia,156966115.40930292,95975.0,0.49,0.51,0.18,0.69,0.13,0.09,0.57,0.15,0.18,12121.54,25533.93,0.96,0.04,57605.0,0.75
1285,11688,Zahara,Cádiz,Andalucia,72505080.49668637,12855.0,0.52,0.48,0.14,0.65,0.21,0.24,0.55,0.06,0.14,34.45,19206.0,0.98,0.02,7560.0,0.7
1286,11692,Setenil de las Bodegas,Cádiz,Andalucia,82145528.20358114,8930.0,0.5,0.49,0.16,0.65,0.2,0.2,0.57,0.08,0.16,47.22,19509.67,0.97,0.03,5040.0,0.69
1287,11580,San José del Valle,Cádiz,Andalucia,223869075.10026076,12235.0,0.52,0.48,0.16,0.66,0.19,0.24,0.55,0.06,0.16,1791.59,18061.1,0.97,0.03,7890.0,0.6
1288,11600,Ubrique,Cádiz,Andalucia,69848578.18055314,23780.0,0.5,0.5,0.15,0.68,0.17,0.2,0.56,0.09,0.15,8978.91,20437.95,0.98,0.02,13830.0,0.69
1289,11640,Bornos,Cádiz,Andalucia,38489357.77438936,14280.0,0.51,0.49,0.19,0.68,0.13,0.19,0.57,0.05,0.19,2873.49,18868.4,1.0,0.0,6810.0,0.76
1290,11159,Barbate,Cádiz,Andalucia,15442263.458876826,6530.0,0.51,0.49,0.16,0.68,0.16,0.18,0.59,0.07,0.16,25.05,17944.0,0.89,0.11,3325.0,0.74
1291,11393,Barbate,Cádiz,Andalucia,2811871.036211648,4235.0,0.52,0.48,0.16,0.62,0.22,0.18,0.6,0.05,0.16,8.9,21931.0,0.98,0.02,9670.0,0.16
1292,11659,Puerto Serrano,Cádiz,Andalucia,79884153.98870894,12305.0,0.51,0.49,0.18,0.64,0.18,0.27,0.49,0.04,0.2,2687.25,17815.8,0.96,0.04,7265.0,0.72
1293,11150,Barbate,Cádiz,Andalucia,51090269.38505885,26120.0,0.5,0.5,0.17,0.65,0.17,0.18,0.58,0.07,0.17,5396.23,19128.26,0.93,0.07,19810.0,0.6
1294,11100,Puerto Real,Cádiz,Andalucia,10383157.63324013,115130.0,0.49,0.51,0.17,0.69,0.14,0.08,0.59,0.15,0.17,17048.43,25920.54,0.99,0.02,50970.0,0.82
1295,11379,Los Barrios,Cádiz,Andalucia,28707307.67823964,17300.0,0.51,0.49,0.22,0.69,0.09,0.07,0.61,0.11,0.22,1360.79,28252.45,0.9,0.1,8175.0,0.76
1296,11649,Bornos,Cádiz,Andalucia,16210550.383736147,6495.0,0.52,0.48,0.2,0.67,0.14,0.18,0.57,0.05,0.2,38.33,19607.25,1.0,0.0,3185.0,0.72
1297,11138,Puerto Real,Cádiz,Andalucia,13665907.501919078,11450.0,0.53,0.47,0.19,0.72,0.09,0.13,0.58,0.1,0.19,129.01,22412.86,0.94,0.06,8560.0,0.48
1298,11518,Puerto Real,Cádiz,Andalucia,45824474.77899788,2070.0,0.56,0.45,0.09,0.86,0.06,0.16,0.66,0.11,0.09,11.95,22749.5,0.97,0.03,1685.0,0.47
1299,11679,Grazalema,Cádiz,Andalucia,40872017.82428649,5345.0,0.51,0.48,0.13,0.66,0.2,0.2,0.57,0.1,0.13,26.9,20378.25,0.98,0.02,3435.0,0.62
1300,11688,El Gastor,Cádiz,Andalucia,2505820.9411436818,12855.0,0.52,0.48,0.14,0.65,0.21,0.24,0.55,0.06,0.14,34.45,19206.0,0.98,0.02,7560.0,0.7
1301,11349,Jimena de la Frontera,Cádiz,Andalucia,28025014.9783594,6605.0,0.51,0.48,0.18,0.68,0.14,0.15,0.59,0.08,0.18,26.58,21469.0,0.86,0.14,3020.0,0.8
1302,11120,San Fernando,Cádiz,Andalucia,1287927.6374380693,7010.0,0.49,0.5,0.24,0.7,0.07,0.09,0.55,0.11,0.24,755.77,26589.33,0.99,0.01,2520.0,0.88
1303,11179,Vejer de la Frontera,Cádiz,Andalucia,14001448.707447773,7995.0,0.51,0.49,0.2,0.64,0.16,0.17,0.58,0.05,0.2,7.63,19140.17,0.96,0.03,8025.0,0.51
1304,11330,Jimena de la Frontera,Cádiz,Andalucia,184928533.59261343,11410.0,0.5,0.49,0.16,0.68,0.16,0.16,0.59,0.09,0.16,368.4,20471.5,0.86,0.14,5865.0,0.74
1305,11316,San Roque,Cádiz,Andalucia,5393901.88018505,3050.0,0.53,0.47,0.2,0.72,0.08,0.05,0.53,0.22,0.2,156.6,27802.5,0.89,0.11,3455.0,0.38
1306,11580,Jerez de la Frontera,Cádiz,Andalucia,7128319.76688729,12235.0,0.52,0.48,0.16,0.66,0.19,0.24,0.55,0.06,0.16,1791.59,18061.1,0.97,0.03,7890.0,0.6
1307,11320,Jimena de la Frontera,Cádiz,Andalucia,66650041.87988659,11650.0,0.51,0.49,0.16,0.68,0.17,0.16,0.6,0.08,0.16,26.66,20161.2,0.86,0.14,6720.0,0.71
1308,11300,La Línea de la Concepción,Cádiz,Andalucia,5130080.58010041,66405.0,0.49,0.51,0.18,0.65,0.16,0.11,0.62,0.08,0.18,15364.81,21291.55,0.94,0.07,30235.0,0.85
1309,11170,Medina-Sidonia,Cádiz,Andalucia,89635210.88488023,24805.0,0.51,0.49,0.18,0.68,0.14,0.2,0.56,0.06,0.18,4425.45,20275.22,0.97,0.03,13715.0,0.67
1310,11579,Jerez de la Frontera,Cádiz,Andalucia,2293660.9761795783,1840.0,0.5,0.5,0.08,0.67,0.24,0.29,0.56,0.06,0.08,28.25,19453.5,0.98,0.02,1105.0,0.72
1311,11158,Vejer de la Frontera,Cádiz,Andalucia,11765273.06464061,13255.0,0.5,0.5,0.18,0.68,0.15,0.16,0.6,0.07,0.18,22.9,18547.75,0.94,0.06,8340.0,0.6
1312,11179,Medina-Sidonia,Cádiz,Andalucia,102621099.92039949,7995.0,0.51,0.49,0.2,0.64,0.16,0.17,0.58,0.05,0.2,7.63,19140.17,0.96,0.03,8025.0,0.51
1313,11178,Paterna de Rivera,Cádiz,Andalucia,14019219.434717465,9370.0,0.52,0.48,0.18,0.63,0.19,0.22,0.55,0.06,0.18,243.28,17952.33,0.99,0.01,5520.0,0.63
1314,11519,Puerto Real,Cádiz,Andalucia,12407205.810995905,9900.0,0.51,0.49,0.19,0.77,0.05,0.07,0.62,0.13,0.19,4217.67,26995.33,0.94,0.06,4130.0,0.79
1315,11510,Puerto Real,Cádiz,Andalucia,9723459.58693412,48540.0,0.5,0.5,0.17,0.71,0.12,0.11,0.58,0.14,0.17,9114.36,26575.8,0.97,0.03,22145.0,0.82
1316,11530,Rota,Cádiz,Andalucia,24380948.35528729,10915.0,0.48,0.52,0.17,0.76,0.07,0.05,0.63,0.14,0.17,2154.56,27502.12,0.98,0.02,18360.0,0.56
1317,11312,San Roque,Cádiz,Andalucia,18207316.96178321,14025.0,0.51,0.49,0.18,0.68,0.13,0.12,0.53,0.17,0.18,100.57,23791.67,0.66,0.34,14230.0,0.5
1318,11310,San Roque,Cádiz,Andalucia,41518185.13789929,9410.0,0.51,0.49,0.18,0.68,0.14,0.13,0.53,0.16,0.18,95.0,25910.8,0.77,0.23,8970.0,0.5
1319,11368,San Roque,Cádiz,Andalucia,12025477.21778459,9815.0,0.51,0.49,0.24,0.67,0.09,0.1,0.61,0.08,0.24,343.98,22577.5,0.91,0.1,5700.0,0.73
1320,11110,San Fernando,Cádiz,Andalucia,2927416.07532662,8795.0,0.5,0.5,0.17,0.72,0.11,0.11,0.6,0.13,0.17,9403.72,25845.83,0.99,0.01,4730.0,0.75
1321,11100,San Fernando,Cádiz,Andalucia,399556.7376786571,115130.0,0.49,0.51,0.17,0.69,0.14,0.08,0.59,0.15,0.17,17048.43,25920.54,0.99,0.02,50970.0,0.82
1322,4003,Almería,Almería,Andalucia,435684.8818228753,23515.0,0.47,0.53,0.16,0.63,0.21,0.12,0.5,0.22,0.16,21941.54,25908.84,0.9,0.09,12545.0,0.71
1323,4008,Almería,Almería,Andalucia,16983454.908146854,42745.0,0.48,0.52,0.16,0.67,0.16,0.12,0.58,0.14,0.16,18978.4,21462.93,0.88,0.12,21265.0,0.76
1324,4001,Almería,Almería,Andalucia,306473.9638160757,13890.0,0.48,0.52,0.15,0.61,0.24,0.06,0.45,0.34,0.15,17821.06,33852.08,0.97,0.03,7190.0,0.77
1325,4002,Almería,Almería,Andalucia,19795775.411400035,25060.0,0.49,0.51,0.18,0.67,0.15,0.13,0.55,0.14,0.18,11805.61,20671.68,0.92,0.08,11690.0,0.77
1326,4004,Almería,Almería,Andalucia,434139.15701723244,25235.0,0.47,0.53,0.14,0.62,0.24,0.06,0.47,0.33,0.14,25589.33,34720.79,0.95,0.05,13560.0,0.75
1327,4009,Almería,Almería,Andalucia,10852014.591605986,59210.0,0.5,0.5,0.21,0.68,0.11,0.1,0.56,0.13,0.21,10476.35,23316.69,0.89,0.11,28140.0,0.75
1328,4150,Almería,Almería,Andalucia,43882196.59272761,11195.0,0.52,0.48,0.17,0.72,0.11,0.09,0.58,0.16,0.17,132.54,23700.2,0.87,0.13,10025.0,0.47
1329,4712,El Ejido,Almería,Andalucia,29646517.77010213,15565.0,0.55,0.45,0.19,0.73,0.08,0.15,0.62,0.04,0.19,242.65,18623.8,0.73,0.27,7300.0,0.65
1330,4715,El Ejido,Almería,Andalucia,32714379.73787005,14475.0,0.53,0.47,0.2,0.72,0.08,0.13,0.61,0.07,0.2,374.33,19790.29,0.78,0.22,5610.0,0.79
1331,4648,Pulpí,Almería,Andalucia,39150936.65140069,14175.0,0.51,0.49,0.17,0.66,0.17,0.1,0.66,0.07,0.17,84.56,23585.2,0.68,0.32,13410.0,0.48
1332,4640,Pulpí,Almería,Andalucia,9729741.189663654,19530.0,0.52,0.48,0.19,0.69,0.13,0.1,0.63,0.09,0.19,120.5,25971.67,0.64,0.36,16430.0,0.58
1333,4212,Tabernas,Almería,Andalucia,45308896.26774833,12190.0,0.52,0.48,0.08,0.66,0.26,0.24,0.62,0.06,0.08,6.9,19925.39,0.92,0.08,10410.0,0.47
1334,4880,Tíjola,Almería,Andalucia,4006279.533548322,6365.0,0.5,0.5,0.12,0.63,0.24,0.19,0.57,0.11,0.12,210.33,21286.83,0.88,0.12,4045.0,0.59
1335,4889,Tíjola,Almería,Andalucia,4006729.402076607,4660.0,0.52,0.48,0.08,0.64,0.29,0.24,0.61,0.08,0.08,9.27,20492.0,0.9,0.1,4025.0,0.49
1336,4119,Níjar,Almería,Andalucia,50482344.55682987,2655.0,0.52,0.48,0.12,0.65,0.22,0.23,0.58,0.08,0.12,8.78,18717.75,0.83,0.17,1715.0,0.64
1337,4100,Níjar,Almería,Andalucia,17308697.33583654,3660.0,0.53,0.47,0.19,0.68,0.12,0.1,0.59,0.11,0.19,48.43,18968.33,0.69,0.31,1795.0,0.73
1338,4116,Níjar,Almería,Andalucia,2017159.8624505512,22465.0,0.54,0.46,0.22,0.68,0.1,0.14,0.57,0.06,0.22,241.15,18234.5,0.58,0.42,10760.0,0.76
1339,4110,Níjar,Almería,Andalucia,18090877.38327397,17550.0,0.55,0.45,0.21,0.7,0.09,0.17,0.58,0.04,0.21,381.13,19226.67,0.59,0.41,7605.0,0.82
1340,4813,Oria,Almería,Andalucia,25980784.98399539,12780.0,0.51,0.49,0.09,0.62,0.29,0.22,0.58,0.11,0.09,15.21,17298.78,0.7,0.3,9465.0,0.6
1341,4717,El Ejido,Almería,Andalucia,36815091.0924026,7280.0,0.54,0.46,0.25,0.68,0.07,0.3,0.43,0.02,0.25,168.43,21235.67,0.53,0.47,2290.0,0.85
1342,4700,El Ejido,Almería,Andalucia,26365630.78527555,62190.0,0.52,0.48,0.21,0.71,0.09,0.13,0.58,0.08,0.21,11253.6,21365.62,0.74,0.26,25035.0,0.8
1343,4811,Oria,Almería,Andalucia,88186260.01085705,8275.0,0.52,0.48,0.1,0.62,0.28,0.24,0.58,0.09,0.1,14.66,18712.5,0.89,0.11,5440.0,0.61
1344,4250,Pechina,Almería,Andalucia,10870490.743383922,7040.0,0.5,0.5,0.19,0.69,0.12,0.13,0.6,0.08,0.19,275.6,19842.5,0.86,0.14,3570.0,0.71
1345,4640,Pulpí,Almería,Andalucia,2895791.1070091305,19530.0,0.52,0.48,0.19,0.69,0.13,0.1,0.63,0.09,0.19,120.5,25971.67,0.64,0.36,16430.0,0.58
