,Name,Province,Municipality,Date,SH2,SO2,NO2,CO,PART,O3,geometry
68,MOTRIL,GRANADA,MOTRIL,2010-02-01,,3.6965517241379313,29.834482758620688,538.2586206896551,19.975862068965515,53.35357142857142,POINT (-3.517505650125557 36.74281450053311)
69,NIEBLA,HUELVA,NIEBLA,2010-02-01,,5.520689655172415,10.768965517241382,,6.603448275862069,,POINT (-6.676711000442729 37.36064963431706)
70,NIJAR,ALMERIA,NIJAR,2010-02-01,,9.857142857142858,9.714285714285714,,8.585714285714285,68.31428571428572,POINT (-2.206778759069447 36.96580590066471)
71,OBEJO,CORDOBA,OBEJO,2010-02-01,,,,,,,POINT (-4.798487686803214 38.13085614914694)
72,PALACIO DE CONGRESOS,GRANADA,GRANADA,2010-02-01,,7.158620689655173,40.42758620689656,694.751724137931,23.134482758620685,36.12068965517241,POINT (-3.600044619755812 37.16560072404534)
73,PALOMARES,ALMERIA,CUEVAS DEL ALMANZORA,2010-02-01,,9.462068965517243,10.96551724137931,,23.15862068965517,,POINT (-1.78174747808588 37.25504726270489)
74,PALOS,HUELVA,PALOS DE LA FRONTERA,2010-02-01,2.7379310344827594,11.903846153846153,14.596551724137932,,18.39655172413793,,POINT (-6.888477285191335 37.21929165492221)
75,PASEOS UNIVERSITARIOS,GRANADA,GRANADA,2010-02-01,,9.76896551724138,38.851724137931036,683.0172413793102,21.42413793103448,,POINT (-3.611315071913136 37.18273657119414)
76,POBLADO,CORDOBA,ESPIEL,2010-02-01,,2.1551724137931036,7.382758620689655,,9.841379310344829,,POINT (-4.926776776762442 38.10815041185169)
77,POZO DULCE,HUELVA,HUELVA,2010-02-01,2.0689655172413794,7.6724137931034475,,663.7137931034484,33.62758620689655,,POINT (-6.935144188656233 37.25342402085498)
78,PRADO REY,CADIZ,PRADO DEL REY,2010-02-01,,5.0,5.020689655172415,468.651724137931,24.76206896551724,78.16206896551724,POINT (-5.531675992091328 36.79446598532836)
79,PRINCIPES,SEVILLA,SEVILLA,2010-02-01,,4.379310344827586,23.920689655172417,352.20689655172407,,,POINT (-6.005602265467727 37.37522946529075)
80,PUENTE MAYORGA,CADIZ,SAN ROQUE,2010-02-01,6.413793103448274,15.917241379310342,,,,,POINT (-5.382402879631801 36.18043191029771)
81,PUERTO DE ALMERIA,ALMERIA,ALMERIA,2010-02-01,,,,,,,POINT (-2.479552547275992 36.83659868549702)
82,PUNTA UMBRIA,HUELVA,PUNTA UMBRIA,2010-02-01,,11.252,19.03448275862069,,,,POINT (-6.964481343067833 37.18564335524399)
83,PZA. DEL CASTILLO,ALMERIA,CARBONERAS,2010-02-01,,16.362068965517242,7.800000000000002,,16.362068965517242,,POINT (-1.895332449367144 36.99680598073193)
84,RANILLA,SEVILLA,SEVILLA,2010-02-01,,3.5689655172413794,36.748275862068965,736.8,,,POINT (-5.95958956706311 37.3842309189668)
85,RIO SAN PEDRO,CADIZ,PUERTO REAL,2010-02-01,,7.7448275862068945,19.051724137931036,,25.54137931034483,54.38076923076923,POINT (-6.225133829734586 36.52281772376452)
86,RODALQUILAR,ALMERIA,NIJAR,2010-02-01,,5.579310344827586,9.858620689655174,,16.003448275862073,75.11724137931034,POINT (-2.038180455381593 36.84751947865993)
87,ROMERALEJO,HUELVA,HUELVA,2010-02-01,,11.133333333333333,,,25.51034482758621,,POINT (-6.919048685405994 37.26731545816317)
88,RONDA DEL VALLE,JAEN,JAEN,2010-02-01,,4.037931034482758,23.393103448275863,504.60344827586215,21.996551724137927,62.72592592592594,POINT (-3.78150323838333 37.78232466978504)
89,SAN FERNANDO,CADIZ,SAN FERNANDO,2010-02-01,,12.10689655172414,11.084000000000001,717.3586206896553,27.0896551724138,65.32413793103449,POINT (-6.203039093633443 36.46051521730445)
90,SAN JERONIMO,SEVILLA,SEVILLA,2010-02-01,,,24.52758620689655,,,55.303448275862074,POINT (-5.980385255696033 37.42987594392861)
91,SAN JUAN DEL PUERTO,HUELVA,SAN JUAN DEL PUERTO,2010-02-01,3.6586206896551725,4.427586206896552,14.000000000000002,,14.506896551724136,,POINT (-6.844952686373158 37.31538315053815)
92,SANTA CLARA,SEVILLA,SEVILLA,2010-02-01,,,32.06206896551725,411.62068965517244,22.220689655172414,50.8448275862069,POINT (-5.951480547018437 37.39814994346559)
93,SIERRA NORTE,SEVILLA,SAN NICOLAS DEL PUERTO,2010-02-01,,3.723076923076923,5.6923076923076925,,9.55769230769231,64.28846153846153,POINT (-5.666884369411609 37.99436707168308)
94,TORNEO,SEVILLA,SEVILLA,2010-02-01,,3.4068965517241376,48.586206896551715,518.9172413793103,18.414285714285715,43.0896551724138,POINT (-6.003061861615903 37.39452658156043)
95,TORREARENILLA,HUELVA,PALOS DE LA FRONTERA,2010-02-01,,12.133333333333333,2.6448275862068966,,11.351724137931036,,POINT (-6.879335244805869 37.19123821528311)
96,TORREDONJIMENO,JAEN,TORREDONJIMENO,2010-02-01,,8.5,15.644827586206898,,15.07272727272727,,POINT (-3.947188645379645 37.76221135520967)
97,VALVERDE,HUELVA,VALVERDE DEL CAMINO,2010-02-01,,,,,,75.97241379310346,POINT (-6.739477971187849 37.56720476428471)
98,VILLAHARTA,CORDOBA,VILLAHARTA,2010-02-01,,,,,,,POINT (-4.902267674247435 38.14145435136004)
99,VILLANUEVA DEL ARZOBISPO,JAEN,VILLANUEVA DEL ARZOBISPO,2010-02-01,,,,606.2827586206897,13.721428571428573,,POINT (-3.010113112151989 38.1694003272052)
100,VILLARICOS,ALMERIA,CUEVAS DEL ALMANZORA,2010-02-01,,3.286206896551724,10.382758620689655,,17.59310344827586,,POINT (-1.770825534985788 37.25225191408744)
0,AGUA AMARGA,ALMERIA,NIJAR,2010-03-01,,8.090625,9.928125,,20.193750000000005,58.196875,POINT (-1.934938254755939 36.94112880054492)
1,ALCALA DE GUADAIRA,SEVILLA,ALCALA DE GUADAIRA,2010-03-01,,5.559375000000001,20.603125000000002,342.559375,32.634375,64.396875,POINT (-5.833689863604673 37.34247810274115)
2,ALGAR,CADIZ,ALGAR,2010-03-01,,40.025,3.566666666666666,1239.86,40.92857142857143,,POINT (-5.663221236847009 36.6571494264956)
3,ALGECIRAS EPS,CADIZ,ALGECIRAS,2010-03-01,,9.312500000000002,33.021874999999994,410.7935483870967,,,POINT (-5.453620580414649 36.1358859882974)
4,ALJARAFE,SEVILLA,MAIRENA DEL ALJARAFE,2010-03-01,,2.1125,19.574999999999996,,34.20625,62.4,POINT (-6.042458170589498 37.34076045518309)
5,ARCOS,CADIZ,ARCOS DE LA FRONTERA,2010-03-01,,6.331250000000002,2.4124999999999996,380.89062500000006,33.39375,89.81153846153849,POINT (-5.743645869095716 36.73971352831157)
6,ASOMADILLA,CORDOBA,CORDOBA,2010-03-01,,8.840625,18.796875,,29.128124999999997,63.103125,POINT (-4.779710242859364 37.90274084511806)
7,AVDA. AL-NASIR,CORDOBA,CORDOBA,2010-03-01,,,,,,,POINT (-4.780097860757917 37.89260658194809)
8,Avda. MARCONI,CADIZ,CADIZ,2010-03-01,,8.115625000000001,8.166666666666666,444.50624999999997,39.648387096774194,72.38125000000001,POINT (-6.268560442387801 36.50609236735126)
9,AVENIDA JUAN XXIII,MALAGA,MALAGA,2010-03-01,,,,,,,POINT (-4.444642248123408 36.70903165956727)
10,BAILEN,JAEN,BAILEN,2010-03-01,,4.260000000000001,24.829166666666666,670.91,52.09310344827587,,POINT (-3.783864874130766 38.09295638662752)
11,BEDAR,ALMERIA,BEDAR,2010-03-01,,,,,,,POINT (-1.97911077217164 37.19301773313732)
12,BENAHADUX,ALMERIA,BENAHADUX,2010-03-01,,9.68125,6.6312500000000005,119.49999999999997,,61.515625,POINT (-2.463409451137297 36.92313615919152)
13,BERMEJALES,SEVILLA,SEVILLA,2010-03-01,,5.971875,46.26562500000001,593.2968749999999,14.709374999999998,50.1,POINT (-5.979734155447158 37.34719077831389)
14,CAMPAMENTO,CADIZ,SAN ROQUE,2010-03-01,,,,,,,POINT (-5.376688682653863 36.17948252543535)
15,CAMPANILLAS,MALAGA,MALAGA,2010-03-01,,6.495238095238095,13.321875000000004,89.2,27.715625000000003,65.50666666666667,POINT (-4.561490946907281 36.73022627556985)
16,CAMPILLOS,MALAGA,CAMPILLOS,2010-03-01,,,8.971875,,,86.52173913043478,POINT (-4.845332259019838 36.96306433920137)
17,CAMPOHERMOSO,ALMERIA,NIJAR,2010-03-01,,5.6625000000000005,15.225000000000001,,22.763333333333332,70.49687499999999,POINT (-2.13883991187908 36.93378768093832)
18,CAMPUS EL CARMEN,HUELVA,HUELVA,2010-03-01,,6.434375,11.774999999999999,,38.32500000000001,62.73125000000002,POINT (-6.925262584688053 37.27166240500601)
19,CARBONERAS,ALMERIA,CARBONERAS,2010-03-01,,7.356249999999999,18.400000000000006,,17.037499999999998,,POINT (-1.892256085285251 36.99939497237954)
20,CARRANQUE,MALAGA,MALAGA,2010-03-01,,5.412500000000001,24.915624999999995,516.8031249999999,42.99999999999999,59.224999999999994,POINT (-4.447476460817017 36.71963192865133)
21,CARTAYA,HUELVA,CARTAYA,2010-03-01,,,,,,74.9625,POINT (-7.149621112095455 37.29592270461294)
22,CARTUJA,CADIZ,JEREZ DE LA FRONTERA,2010-03-01,,9.371875,3.9874999999999994,520.4062500000001,32.918749999999996,70.68,POINT (-6.114685621800139 36.66088405587969)
23,CENTRO,SEVILLA,SEVILLA,2010-03-01,,2.0241379310344825,29.59310344827586,606.9103448275864,,51.88275862068966,POINT (-5.991463212346508 37.38807831537342)
24,CIUDAD DEPORTIVA,GRANADA,ARMILLA,2010-03-01,,,,,,,POINT (-3.619137405016542 37.13560425564472)
25,COBRE LAS CRUCES,SEVILLA,GUILLENA,2010-03-01,,7.387499999999998,11.518749999999999,500.74687500000005,27.034375,62.046875,POINT (-6.036145321538837 37.55479486330152)
26,CORTIJILLOS,CADIZ,BARRIOS (LOS),2010-03-01,2.0781249999999996,7.719999999999999,14.262500000000001,385.96874999999994,,71.21874999999999,POINT (-5.435757767267622 36.19046080583075)
27,DOS HERMANAS,SEVILLA,DOS HERMANAS,2010-03-01,,4.800000000000001,17.487499999999997,282.21562500000005,,63.040625000000006,POINT (-5.913843838237383 37.2845132304213)
28,E1: COLEGIO LOS BARRIOS,CADIZ,BARRIOS (LOS),2010-03-01,,12.14516129032258,11.143749999999997,,,,POINT (-5.488878340182611 36.18563707858645)
29,E2:ALCORNOCALES,CADIZ,BARRIOS (LOS),2010-03-01,,4.5875,6.1625000000000005,,15.657692307692312,69.43125000000002,POINT (-5.663672396284856 36.23373664042163)
30,E3: COLEGIO CARTEYA,CADIZ,SAN ROQUE,2010-03-01,,4.022222222222222,7.106451612903227,,19.273076923076925,72.7548387096774,POINT (-5.391428513125806 36.20879765231249)
31,E4:RINCONCILLO,CADIZ,ALGECIRAS,2010-03-01,,5.706249999999999,19.178124999999998,,34.390625,,POINT (-5.442583247955641 36.16175626687351)
32,E5: PALMONES,CADIZ,BARRIOS (LOS),2010-03-01,,4.012499999999999,22.06875,,36.29677419354839,,POINT (-5.432761245531878 36.17468770448831)
33,E6: ESTACION DE FFCC S. ROQUE,CADIZ,SAN ROQUE,2010-03-01,,6.687499999999999,10.637499999999996,,25.378124999999997,,POINT (-5.430308024723687 36.2119764761002)
34,E7:EL ZABAL,CADIZ,LINEA DE LA CONCEPCION (LA),2010-03-01,,,,,,,POINT (-5.341824186312244 36.17288547216037)
35,ECONOMATO,CADIZ,SAN ROQUE,2010-03-01,,17.021875000000005,10.031249999999998,,,,POINT (-5.380810475453659 36.18621015013454)
36,E. DE HOSTELERIA,CADIZ,SAN ROQUE,2010-03-01,,4.3999999999999995,13.692592592592597,334.03333333333336,,,POINT (-5.383685321785163 36.20388782686938)
37,EL ARENOSILLO,HUELVA,MOGUER,2010-03-01,,,23.326666666666664,,,40.08275862068966,POINT (-6.734148997051733 37.10399260231942)
38,EL ATABAL,MALAGA,MALAGA,2010-03-01,,8.587499999999999,18.290625000000002,219.19374999999997,39.09062499999999,71.54062499999999,POINT (-4.465558747605344 36.72954853619139)
39,EL BOTICARIO,ALMERIA,ALMERIA,2010-03-01,,,10.961538461538462,,,73.515625,POINT (-2.39057251637134 36.86496130832632)
40,EL EJIDO,ALMERIA,EJIDO (EL),2010-03-01,,6.8531249999999995,16.587500000000002,377.45,31.45,68.62187499999999,POINT (-2.81089219118489 36.76961955872488)
41,EL VACAR,CORDOBA,VILLAVICIOSA DE CORDOBA,2010-03-01,,1.3206896551724139,3.9586206896551723,,10.23793103448276,,POINT (-5.015007674821648 38.07616770623098)
42,ESPIEL,CORDOBA,ESPIEL,2010-03-01,,2.3269230769230766,6.0384615384615365,,13.92692307692308,,POINT (-5.01959042844463 38.18973952866603)
43,FERNAN PEREZ,ALMERIA,NIJAR,2010-03-01,,,,,,,POINT (-2.046826731533552 36.89499849532665)
44,GRANADA-NORTE,GRANADA,GRANADA,2010-03-01,,8.178125,44.24687500000001,384.1968750000001,37.72812499999999,49.2375,POINT (-3.612476921114971 37.19618880397014)
45,GUADARRANQUE,CADIZ,SAN ROQUE,2010-03-01,4.6499999999999995,16.318749999999998,22.186206896551727,387.2500000000001,,65.53437500000001,POINT (-5.411469551940724 36.18215519965826)
46,JEDULA,CADIZ,ARCOS DE LA FRONTERA,2010-03-01,,6.650000000000001,4.3076923076923075,413.309375,19.4,,POINT (-5.926313830516518 36.72351956077823)
47,JEREZ-CHAPIN,CADIZ,JEREZ DE LA FRONTERA,2010-03-01,,5.73125,15.534375000000002,352.43125000000003,34.721875000000004,65.7375,POINT (-6.117291828616885 36.68856272137957)
48,LA GRANATILLA,ALMERIA,NIJAR,2010-03-01,,,,,,,POINT (-2.167245439427744 36.94973829659759)
49,LA JOYA,ALMERIA,NIJAR,2010-03-01,,16.29583333333333,15.75,,,36.48749999999999,POINT (-1.961496869137358 36.95001553972708)
50,LA LINEA,CADIZ,LINEA DE LA CONCEPCION (LA),2010-03-01,,11.628125,20.0375,,30.040625000000006,77.65625,POINT (-5.348332340408881 36.1593054765342)
51,LA ORDEN,HUELVA,HUELVA,2010-03-01,4.437499999999999,8.240625000000001,20.265625,,25.85,58.814285714285724,POINT (-6.937838933330299 37.27967808553274)
52,LA RABIDA,HUELVA,PALOS DE LA FRONTERA,2010-03-01,,8.875000000000002,20.353124999999995,,26.906249999999993,57.69375,POINT (-6.921076520891956 37.20011913012974)
53,LAS FUENTEZUELAS,JAEN,JAEN,2010-03-01,,5.628125,8.7375,,,81.203125,POINT (-3.810515401897469 37.78456830550369)
54,LEPANTO,CORDOBA,CORDOBA,2010-03-01,,5.376923076923077,26.296153846153842,670.2538461538462,27.896153846153844,48.75,POINT (-4.762233174841711 37.89258760429585)
55,LLANO DE DON ANTONIO,ALMERIA,CARBONERAS,2010-03-01,,,,,,,POINT (-1.934309664357113 37.00468548176199)
56,LOS BARRIOS,CADIZ,BARRIOS (LOS),2010-03-01,,11.025,19.48275862068966,,31.415625,,POINT (-5.480866966923607 36.17541542593411)
57,LOS ROSALES,HUELVA,HUELVA,2010-03-01,,8.090625,22.025000000000002,593.3458333333333,,,POINT (-6.925233920194391 37.26023075346434)
58,MADREVIEJA,CADIZ,SAN ROQUE,2010-03-01,,6.69375,12.978124999999999,,,,POINT (-5.404702685004604 36.20442701899566)
59,MALAGA-ESTE,MALAGA,MALAGA,2010-03-01,,,,,,,POINT (-4.355695059954433 36.72609063699967)
60,MARBELLA,MALAGA,MARBELLA,2010-03-01,,3.955555555555555,10.736,460.10370370370356,30.244444444444436,55.6148148148148,POINT (-4.979640189255631 36.49801946301904)
61,MARBELLA ARCO,MALAGA,MARBELLA,2010-03-01,,,,,,,POINT (-4.864597933081661 36.50890540907309)
62,MARISMAS DEL TITAN,HUELVA,HUELVA,2010-03-01,,,13.012499999999998,1003.7062499999997,22.07857142857143,,POINT (-6.942212305153909 37.25257851101014)
63,MATALASCAÑAS,HUELVA,ALMONTE,2010-03-01,,5.1125,3.3124999999999996,,21.878125000000004,77.56875000000001,POINT (-6.569595698448131 37.01649181400418)
64,MAZAGON,HUELVA,MOGUER,2010-03-01,,8.950000000000001,13.775,474.93125,28.434375,53.91290322580647,POINT (-6.807392785230685 37.13375712400517)
65,MEDITERRANEO,ALMERIA,ALMERIA,2010-03-01,,6.984375000000001,31.59687499999999,312.05,29.671874999999996,64.54333333333332,POINT (-2.446615470988551 36.84138179195396)
66,MOGUER,HUELVA,MOGUER,2010-03-01,,8.743749999999999,14.690625,,27.071875000000002,,POINT (-6.833803970739923 37.28161043356899)
67,MOJACAR,ALMERIA,MOJACAR,2010-03-01,,,,,,,POINT (-1.839403002018332 37.13864106657)
68,MOTRIL,GRANADA,MOTRIL,2010-03-01,,3.73125,27.8375,570.09375,24.846875,68.35625,POINT (-3.517505650125557 36.74281450053311)
69,NIEBLA,HUELVA,NIEBLA,2010-03-01,,5.218749999999999,7.940624999999999,,10.457692307692307,,POINT (-6.676711000442729 37.36064963431706)
70,NIJAR,ALMERIA,NIJAR,2010-03-01,,,,,,,POINT (-2.206778759069447 36.96580590066471)
71,OBEJO,CORDOBA,OBEJO,2010-03-01,,,,,,,POINT (-4.798487686803214 38.13085614914694)
72,PALACIO DE CONGRESOS,GRANADA,GRANADA,2010-03-01,,8.121875000000001,38.634375000000006,503.31249999999983,37.203125,46.471875000000004,POINT (-3.600044619755812 37.16560072404534)
73,PALOMARES,ALMERIA,CUEVAS DEL ALMANZORA,2010-03-01,,9.456249999999999,12.38125,,34.521875,,POINT (-1.78174747808588 37.25504726270489)
74,PALOS,HUELVA,PALOS DE LA FRONTERA,2010-03-01,5.603124999999999,6.190625,20.728125,,21.803124999999998,,POINT (-6.888477285191335 37.21929165492221)
75,PASEOS UNIVERSITARIOS,GRANADA,GRANADA,2010-03-01,,9.399999999999999,36.53333333333333,646.2666666666667,33.46666666666667,,POINT (-3.611315071913136 37.18273657119414)
76,POBLADO,CORDOBA,ESPIEL,2010-03-01,,1.389655172413793,7.924137931034483,,9.82413793103448,,POINT (-4.926776776762442 38.10815041185169)
77,POZO DULCE,HUELVA,HUELVA,2010-03-01,2.1875,8.6625,,598.5375,40.956250000000004,,POINT (-6.935144188656233 37.25342402085498)
78,PRADO REY,CADIZ,PRADO DEL REY,2010-03-01,,,3.5631578947368423,263.83125000000007,42.29200000000001,91.68750000000001,POINT (-5.531675992091328 36.79446598532836)
79,PRINCIPES,SEVILLA,SEVILLA,2010-03-01,,5.9593750000000005,28.131250000000005,367.68125,,,POINT (-6.005602265467727 37.37522946529075)
80,PUENTE MAYORGA,CADIZ,SAN ROQUE,2010-03-01,3.4031249999999993,15.993749999999999,,,,,POINT (-5.382402879631801 36.18043191029771)
81,PUERTO DE ALMERIA,ALMERIA,ALMERIA,2010-03-01,,,,,,,POINT (-2.479552547275992 36.83659868549702)
82,PUNTA UMBRIA,HUELVA,PUNTA UMBRIA,2010-03-01,,11.570967741935483,27.428125,,,,POINT (-6.964481343067833 37.18564335524399)
83,PZA. DEL CASTILLO,ALMERIA,CARBONERAS,2010-03-01,,11.218749999999998,8.16875,,27.343750000000007,,POINT (-1.895332449367144 36.99680598073193)
84,RANILLA,SEVILLA,SEVILLA,2010-03-01,,4.6031249999999995,30.812500000000004,675.1062499999999,,,POINT (-5.95958956706311 37.3842309189668)
85,RIO SAN PEDRO,CADIZ,PUERTO REAL,2010-03-01,,7.162500000000001,17.181250000000002,,32.675000000000004,63.890625,POINT (-6.225133829734586 36.52281772376452)
86,RODALQUILAR,ALMERIA,NIJAR,2010-03-01,,5.909375000000001,10.184375,,25.790625,80.43125,POINT (-2.038180455381593 36.84751947865993)
87,ROMERALEJO,HUELVA,HUELVA,2010-03-01,,6.987500000000002,,,27.092307692307692,,POINT (-6.919048685405994 37.26731545816317)
88,RONDA DEL VALLE,JAEN,JAEN,2010-03-01,,5.424999999999999,22.778124999999996,467.1375000000001,38.015625,70.021875,POINT (-3.78150323838333 37.78232466978504)
89,SAN FERNANDO,CADIZ,SAN FERNANDO,2010-03-01,,10.403125000000001,16.51724137931035,705.1906250000001,33.28214285714286,72.95312499999999,POINT (-6.203039093633443 36.46051521730445)
90,SAN JERONIMO,SEVILLA,SEVILLA,2010-03-01,,,25.271874999999998,,,56.403125,POINT (-5.980385255696033 37.42987594392861)
91,SAN JUAN DEL PUERTO,HUELVA,SAN JUAN DEL PUERTO,2010-03-01,2.1875,2.9499999999999993,12.428124999999998,,19.703124999999996,,POINT (-6.844952686373158 37.31538315053815)
92,SANTA CLARA,SEVILLA,SEVILLA,2010-03-01,,,32.67812500000001,337.67499999999995,32.628125,55.709375,POINT (-5.951480547018437 37.39814994346559)
93,SIERRA NORTE,SEVILLA,SAN NICOLAS DEL PUERTO,2010-03-01,,3.565625,8.385714285714286,,24.62307692307692,67.36250000000001,POINT (-5.666884369411609 37.99436707168308)
94,TORNEO,SEVILLA,SEVILLA,2010-03-01,,3.8937499999999994,41.01875,645.1031250000001,22.9125,43.89375,POINT (-6.003061861615903 37.39452658156043)
95,TORREARENILLA,HUELVA,PALOS DE LA FRONTERA,2010-03-01,,12.906666666666666,2.925,,18.624999999999996,,POINT (-6.879335244805869 37.19123821528311)
96,TORREDONJIMENO,JAEN,TORREDONJIMENO,2010-03-01,,5.809375,21.653124999999996,,,,POINT (-3.947188645379645 37.76221135520967)
97,VALVERDE,HUELVA,VALVERDE DEL CAMINO,2010-03-01,,,,,,76.540625,POINT (-6.739477971187849 37.56720476428471)
98,VILLAHARTA,CORDOBA,VILLAHARTA,2010-03-01,,,,,,,POINT (-4.902267674247435 38.14145435136004)
99,VILLANUEVA DEL ARZOBISPO,JAEN,VILLANUEVA DEL ARZOBISPO,2010-03-01,,,,479.775,18.00689655172414,,POINT (-3.010113112151989 38.1694003272052)
100,VILLARICOS,ALMERIA,CUEVAS DEL ALMANZORA,2010-03-01,,4.813333333333332,10.276666666666667,,24.443333333333328,,POINT (-1.770825534985788 37.25225191408744)
0,AGUA AMARGA,ALMERIA,NIJAR,2010-04-01,,7.225,12.121428571428572,,17.182142857142857,72.77142857142857,POINT (-1.934938254755939 36.94112880054492)
1,ALCALA DE GUADAIRA,SEVILLA,ALCALA DE GUADAIRA,2010-04-01,,5.641935483870968,12.923333333333336,328.6548387096774,31.716129032258067,78.91612903225808,POINT (-5.833689863604673 37.34247810274115)
2,ALGAR,CADIZ,ALGAR,2010-04-01,,13.483333333333334,3.0833333333333335,1251.1000000000001,19.566666666666666,,POINT (-5.663221236847009 36.6571494264956)
3,ALGECIRAS EPS,CADIZ,ALGECIRAS,2010-04-01,,11.187096774193549,34.45862068965518,401.25161290322586,,,POINT (-5.453620580414649 36.1358859882974)
4,ALJARAFE,SEVILLA,MAIRENA DEL ALJARAFE,2010-04-01,,3.5806451612903225,14.122580645161287,,25.290322580645157,72.75161290322579,POINT (-6.042458170589498 37.34076045518309)
5,ARCOS,CADIZ,ARCOS DE LA FRONTERA,2010-04-01,,6.2,0.025,440.67272727272723,28.965217391304353,105.47272727272725,POINT (-5.743645869095716 36.73971352831157)
6,ASOMADILLA,CORDOBA,CORDOBA,2010-04-01,,10.438709677419354,19.4258064516129,,21.661290322580648,73.96451612903226,POINT (-4.779710242859364 37.90274084511806)
7,AVDA. AL-NASIR,CORDOBA,CORDOBA,2010-04-01,,,,,,,POINT (-4.780097860757917 37.89260658194809)
8,Avda. MARCONI,CADIZ,CADIZ,2010-04-01,,6.009677419354841,20.3,577.0774193548385,29.269230769230774,89.03548387096775,POINT (-6.268560442387801 36.50609236735126)
9,AVENIDA JUAN XXIII,MALAGA,MALAGA,2010-04-01,,,,,,,POINT (-4.444642248123408 36.70903165956727)
10,BAILEN,JAEN,BAILEN,2010-04-01,,8.192857142857141,20.57894736842105,420.23214285714283,35.33928571428571,,POINT (-3.783864874130766 38.09295638662752)
11,BEDAR,ALMERIA,BEDAR,2010-04-01,,,,,,,POINT (-1.97911077217164 37.19301773313732)
